CMDLINE python nmf.py 0
MEM 1.664062 1676858085.1500
MEM 19.789062 1676858085.2602
MEM 33.199219 1676858085.3688
MEM 42.367188 1676858085.4788
MEM 49.625000 1676858085.5887
MEM 56.710938 1676858085.6985
MEM 67.332031 1676858085.8065
MEM 75.828125 1676858085.9150
MEM 85.281250 1676858086.0234
MEM 96.398438 1676858086.1325
MEM 106.773438 1676858086.2414
MEM 114.472656 1676858086.3514
MEM 124.449219 1676858086.4614
MEM 132.976562 1676858086.5694
MEM 145.222656 1676858086.6779
MEM 145.414062 1676858086.7866
MEM 145.414062 1676858086.8964
MEM 145.414062 1676858087.0091
MEM 145.414062 1676858087.1178
MEM 145.414062 1676858087.2251
MEM 145.414062 1676858087.3336
MEM 145.414062 1676858087.4439
MEM 145.414062 1676858087.5521
MEM 145.414062 1676858087.6622
MEM 145.414062 1676858087.7715
MEM 145.414062 1676858087.8807
MEM 145.414062 1676858087.9900
MEM 145.414062 1676858088.1003
MEM 145.414062 1676858088.2115
MEM 145.414062 1676858088.3181
MEM 145.414062 1676858088.4269
MEM 145.414062 1676858088.5361
MEM 145.414062 1676858088.6457
MEM 145.414062 1676858088.7552
MEM 145.414062 1676858088.8642
MEM 145.414062 1676858088.9748
MEM 147.421875 1676858089.0861
MEM 153.421875 1676858089.2099
MEM 162.507812 1676858089.3262
MEM 178.546875 1676858089.4895
MEM 192.566406 1676858089.6224
MEM 196.082031 1676858089.7255
MEM 211.160156 1676858089.8394
MEM 224.226562 1676858089.9699
MEM 226.226562 1676858090.0732
MEM 247.296875 1676858090.2152
MEM 259.304688 1676858090.3547
MEM 272.589844 1676858090.4663
MEM 291.441406 1676858090.5902
MEM 295.453125 1676858090.7232
MEM 321.535156 1676858090.8542
MEM 325.535156 1676858090.9741
MEM 339.621094 1676858091.0845
MEM 355.628906 1676858091.2045
MEM 361.699219 1676858091.3159
MEM 381.078125 1676858091.4318
MEM 389.726562 1676858091.5537
MEM 405.777344 1676858091.6653
MEM 418.917969 1676858091.7832
MEM 429.863281 1676858091.9315
MEM 445.933594 1676858092.0604
MEM 455.941406 1676858092.1903
MEM 467.957031 1676858092.3138
MEM 482.011719 1676858092.4243
MEM 490.019531 1676858092.5372
MEM 500.046875 1676858092.6427
MEM 514.164062 1676858092.7700
MEM 522.187500 1676858092.8870
MEM 536.855469 1676858092.9968
MEM 544.265625 1676858093.1148
MEM 562.355469 1676858093.2873
MEM 576.355469 1676858093.4222
MEM 586.437500 1676858093.5606
MEM 592.453125 1676858093.6775
MEM 612.453125 1676858093.8115
MEM 618.464844 1676858093.9154
MEM 628.503906 1676858094.0232
MEM 642.621094 1676858094.1362
MEM 650.625000 1676858094.2447
MEM 662.617188 1676858094.3657
MEM 676.730469 1676858094.4943
MEM 684.726562 1676858094.6032
MEM 698.789062 1676858094.7438
MEM 714.796875 1676858094.8698
MEM 724.816406 1676858095.0124
MEM 738.578125 1676858095.1350
MEM 750.875000 1676858095.2771
MEM 764.882812 1676858095.3896
MEM 778.902344 1676858095.5141
MEM 786.906250 1676858095.6417
