CMDLINE python nmf.py 1
MEM 1.656250 1676858260.1161
MEM 20.230469 1676858260.2306
MEM 34.695312 1676858260.3395
MEM 42.511719 1676858260.4480
MEM 49.605469 1676858260.5581
MEM 57.386719 1676858260.6680
MEM 68.542969 1676858260.7786
MEM 77.273438 1676858260.8889
MEM 87.628906 1676858260.9998
MEM 97.671875 1676858261.1085
MEM 110.011719 1676858261.2196
MEM 116.632812 1676858261.3284
MEM 126.640625 1676858261.4386
MEM 136.460938 1676858261.5478
MEM 145.097656 1676858261.6582
MEM 145.273438 1676858261.7679
MEM 145.273438 1676858261.8799
MEM 145.273438 1676858261.9937
MEM 145.273438 1676858262.0979
MEM 145.273438 1676858262.2097
MEM 145.273438 1676858262.3182
MEM 145.273438 1676858262.4284
MEM 145.273438 1676858262.5397
MEM 145.273438 1676858262.6485
MEM 145.335938 1676858262.7597
MEM 145.335938 1676858262.8705
MEM 145.335938 1676858262.9818
MEM 145.335938 1676858263.0920
MEM 145.335938 1676858263.2038
MEM 145.335938 1676858263.3123
MEM 145.335938 1676858263.4226
MEM 145.335938 1676858263.5329
MEM 145.335938 1676858263.6422
MEM 145.335938 1676858263.7534
MEM 145.335938 1676858263.8657
MEM 145.335938 1676858263.9740
MEM 146.339844 1676858264.1144
MEM 148.531250 1676858264.2776
MEM 153.199219 1676858264.4477
MEM 157.214844 1676858264.6213
MEM 161.421875 1676858264.7508
MEM 165.171875 1676858264.9022
MEM 168.738281 1676858265.0417
MEM 172.066406 1676858265.1647
MEM 174.816406 1676858265.2781
MEM 178.089844 1676858265.4005
MEM 181.132812 1676858265.5117
MEM 184.449219 1676858265.6261
MEM 188.773438 1676858265.7841
MEM 192.339844 1676858265.9074
MEM 196.089844 1676858266.0684
MEM 199.699219 1676858266.2023
MEM 203.542969 1676858266.3468
MEM 207.050781 1676858266.5039
MEM 211.113281 1676858266.6674
MEM 214.929688 1676858266.7968
MEM 218.191406 1676858266.9398
MEM 222.253906 1676858267.0912
MEM 226.070312 1676858267.2242
MEM 230.648438 1676858267.4238
MEM 234.214844 1676858267.5698
MEM 237.726562 1676858267.7140
MEM 240.265625 1676858267.8329
MEM 244.105469 1676858267.9949
MEM 247.359375 1676858268.1459
MEM 250.371094 1676858268.2658
MEM 253.898438 1676858268.4073
MEM 257.152344 1676858268.5272
MEM 260.906250 1676858268.6871
MEM 264.406250 1676858268.8797
MEM 267.675781 1676858269.0175
MEM 271.312500 1676858269.1281
MEM 305.031250 1676858269.2380
MEM 305.058594 1676858269.3465
MEM 342.968750 1676858269.4560
MEM 351.664062 1676858269.5676
MEM 344.601562 1676858269.6795
MEM 344.601562 1676858269.7891
MEM 342.101562 1676858269.8986
MEM 344.601562 1676858270.0097
MEM 351.597656 1676858270.1202
MEM 351.597656 1676858270.2307
MEM 351.597656 1676858270.3423
MEM 351.597656 1676858270.4530
MEM 350.582031 1676858270.6202
MEM 352.042969 1676858270.7857
MEM 355.804688 1676858270.9068
MEM 359.816406 1676858271.0603
MEM 363.074219 1676858271.1951
MEM 366.082031 1676858271.3047
MEM 368.835938 1676858271.4197
MEM 372.085938 1676858271.5293
MEM 375.843750 1676858271.6678
MEM 378.601562 1676858271.7803
MEM 382.105469 1676858271.9009
MEM 385.613281 1676858272.0409
MEM 389.617188 1676858272.1835
MEM 393.375000 1676858272.2950
MEM 396.390625 1676858272.4061
MEM 398.890625 1676858272.5126
MEM 401.644531 1676858272.6245
MEM 405.398438 1676858272.7420
MEM 408.644531 1676858272.8626
MEM 412.460938 1676858273.0066
MEM 400.289062 1676858273.1542
MEM 404.312500 1676858273.2967
MEM 408.324219 1676858273.4353
MEM 412.578125 1676858273.5928
MEM 416.332031 1676858273.7429
MEM 420.835938 1676858273.8927
MEM 423.589844 1676858273.9983
MEM 426.839844 1676858274.1394
MEM 430.843750 1676858274.2819
MEM 434.582031 1676858274.4004
MEM 437.343750 1676858274.5255
MEM 441.472656 1676858274.6710
MEM 445.476562 1676858274.8301
MEM 448.226562 1676858274.9397
MEM 451.007812 1676858275.0672
MEM 455.535156 1676858275.1817
MEM 538.558594 1676858275.2903
MEM 643.875000 1676858275.4009
MEM 392.117188 1676858275.5110
MEM 392.699219 1676858275.6205
MEM 392.699219 1676858275.7311
MEM 392.699219 1676858275.8426
MEM 392.699219 1676858275.9536
MEM 393.113281 1676858276.0621
MEM 394.468750 1676858276.2421
MEM 395.359375 1676858276.3637
MEM 398.093750 1676858276.4779
MEM 401.191406 1676858276.6055
MEM 403.679688 1676858276.7288
MEM 406.785156 1676858276.8524
MEM 409.664062 1676858276.9719
MEM 412.667969 1676858277.0854
MEM 416.679688 1676858277.2185
MEM 420.691406 1676858277.3580
MEM 424.757812 1676858277.5056
MEM 380.738281 1676858277.6469
MEM 383.984375 1676858277.7555
MEM 386.996094 1676858277.8850
MEM 390.246094 1676858277.9895
MEM 392.750000 1676858278.0994
MEM 396.753906 1676858278.2384
MEM 400.761719 1676858278.3840
MEM 405.019531 1676858278.5310
MEM 409.023438 1676858278.6719
MEM 412.773438 1676858278.7864
MEM 415.027344 1676858278.9040
MEM 419.281250 1676858279.0430
MEM 423.035156 1676858279.1616
MEM 426.285156 1676858279.2991
MEM 429.789062 1676858279.4296
MEM 432.542969 1676858279.5321
MEM 435.796875 1676858279.6536
MEM 439.796875 1676858279.8062
MEM 443.304688 1676858279.9252
MEM 446.058594 1676858280.0488
MEM 449.187500 1676858280.1573
MEM 451.890625 1676858280.2813
MEM 455.644531 1676858280.3988
MEM 459.015625 1676858280.5349
MEM 462.183594 1676858280.6514
MEM 464.562500 1676858280.7529
MEM 558.960938 1676858280.8623
MEM 433.085938 1676858280.9738
MEM 433.429688 1676858281.0853
MEM 433.429688 1676858281.1969
