CMDLINE python nmf.py 1
MEM 1.656250 1676858686.8065
MEM 19.875000 1676858686.9146
MEM 34.101562 1676858687.0242
MEM 42.378906 1676858687.1330
MEM 49.738281 1676858687.2429
MEM 57.808594 1676858687.3524
MEM 68.714844 1676858687.4626
MEM 76.707031 1676858687.5701
MEM 86.394531 1676858687.6795
MEM 97.218750 1676858687.7889
MEM 108.582031 1676858687.8982
MEM 115.402344 1676858688.0075
MEM 126.156250 1676858688.1163
MEM 134.921875 1676858688.2251
MEM 145.054688 1676858688.3355
MEM 145.246094 1676858688.4450
MEM 145.246094 1676858688.5566
MEM 145.246094 1676858688.6741
MEM 145.246094 1676858688.7749
MEM 145.246094 1676858688.8830
MEM 145.246094 1676858688.9925
MEM 145.246094 1676858689.1020
MEM 145.246094 1676858689.2136
MEM 145.246094 1676858689.3221
MEM 145.308594 1676858689.4336
MEM 145.308594 1676858689.5451
MEM 145.308594 1676858689.6570
MEM 145.308594 1676858689.7685
MEM 145.308594 1676858689.8800
MEM 145.308594 1676858689.9901
MEM 145.308594 1676858690.1016
MEM 145.308594 1676858690.2124
MEM 145.308594 1676858690.3229
MEM 145.308594 1676858690.4337
MEM 145.308594 1676858690.5473
MEM 146.816406 1676858690.6538
MEM 150.816406 1676858690.7693
MEM 158.421875 1676858690.8854
MEM 173.964844 1676858691.0272
MEM 185.488281 1676858691.1478
MEM 194.500000 1676858691.2633
MEM 212.589844 1676858691.4303
MEM 225.597656 1676858691.5543
MEM 244.667969 1676858691.7084
MEM 258.738281 1676858691.8449
MEM 272.781250 1676858691.9880
MEM 285.828125 1676858692.1015
MEM 297.886719 1676858692.2090
MEM 314.988281 1676858692.3595
MEM 330.058594 1676858692.5089
MEM 346.062500 1676858692.6355
MEM 359.113281 1676858692.7610
MEM 374.207031 1676858692.8901
MEM 392.292969 1676858693.0348
MEM 408.300781 1676858693.1969
MEM 426.363281 1676858693.3424
MEM 442.429688 1676858693.4875
MEM 456.503906 1676858693.6160
MEM 467.593750 1676858693.7306
MEM 480.574219 1676858693.8641
MEM 498.109375 1676858694.0322
MEM 506.675781 1676858694.1457
MEM 518.714844 1676858694.2633
MEM 531.816406 1676858694.3792
MEM 545.835938 1676858694.5342
MEM 559.828125 1676858694.6688
MEM 571.835938 1676858694.7838
MEM 587.843750 1676858694.9394
MEM 599.863281 1676858695.0569
MEM 611.871094 1676858695.1795
MEM 626.144531 1676858695.3095
MEM 637.875000 1676858695.4271
MEM 797.464844 1676858695.5326
MEM 772.312500 1676858695.6431
MEM 965.152344 1676858695.7539
MEM 1275.839844 1676858695.8624
MEM 772.343750 1676858695.9729
MEM 772.351562 1676858696.0834
MEM 867.535156 1676858696.1945
MEM 867.535156 1676858696.3041
MEM 868.148438 1676858696.4116
MEM 868.402344 1676858696.5231
MEM 868.402344 1676858696.6336
MEM 868.382812 1676858696.7452
MEM 868.382812 1676858696.8557
MEM 868.382812 1676858696.9672
MEM 868.843750 1676858697.0790
MEM 868.843750 1676858697.1900
MEM 868.843750 1676858697.3016
MEM 868.843750 1676858697.4131
MEM 868.843750 1676858697.5244
MEM 868.843750 1676858697.6345
MEM 868.843750 1676858697.7461
MEM 868.843750 1676858697.8576
MEM 868.843750 1676858697.9691
MEM 868.843750 1676858698.0806
MEM 868.843750 1676858698.1916
MEM 870.320312 1676858698.3022
MEM 883.355469 1676858698.4126
MEM 888.363281 1676858698.5247
MEM 888.410156 1676858698.6355
MEM 888.410156 1676858698.7471
MEM 888.410156 1676858698.8586
MEM 888.410156 1676858698.9691
MEM 888.410156 1676858699.0787
MEM 888.410156 1676858699.1897
MEM 888.410156 1676858699.3002
MEM 888.410156 1676858699.4107
MEM 888.410156 1676858699.5223
MEM 888.410156 1676858699.6338
MEM 888.410156 1676858699.7446
MEM 1391.914062 1676858699.8562
MEM 1760.183594 1676858699.9678
MEM 908.445312 1676858700.0793
MEM 888.835938 1676858700.2164
MEM 895.789062 1676858700.3323
MEM 911.664062 1676858700.4378
MEM 924.582031 1676858700.5594
MEM 927.539062 1676858700.6719
MEM 936.488281 1676858700.7805
MEM 961.148438 1676858700.9245
MEM 963.156250 1676858701.0351
MEM 981.246094 1676858701.1459
MEM 993.281250 1676858701.2575
MEM 999.292969 1676858701.3602
MEM 1018.820312 1676858701.4705
MEM 1025.335938 1676858701.5936
MEM 1041.359375 1676858701.7111
MEM 1057.382812 1676858701.8197
MEM 1065.390625 1676858701.9502
MEM 1089.425781 1676858702.0913
MEM 1095.429688 1676858702.2378
MEM 1113.460938 1676858702.3813
MEM 1125.472656 1676858702.5108
